Thread_id,Thread_index,Index,Word,Label,LAT,LON,provinceEn,provinceId
36947586,33,517,หาดใหญ่,LOCATION,7.0086201999999975,100.4746823,Songkhla,58
36947586,33,552,สนามบินหาดใหญ่,LOCATION,6.996023999999999,100.482121,Chang Wat Songkhla,58
36947586,33,571,ท่าเรือปากบารา จังหวัดสตูล,LOCATION,6.7860244000000005,99.6738708,Chang Wat Satun,59
36947586,33,672,เกาะหลีเป๊ะ,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,706,อุทยานแห่งชาติตะรุเตา,LOCATION,6.6486521,99.651856,Chang Wat Satun,59
36947586,33,718,ศาลเจ่าพ่อตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,725,เกาะตะรุเตา จังหวัดสตูล,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,788,เกาะไข่,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,792,หาดหินบน,LOCATION,39.4526063,-123.8134991,California,
36947586,33,796,เกาะหินงาม,LOCATION,6.514997599999999,99.2624372,Chang Wat Satun,59
36947586,33,802,เกาะอาดัง,LOCATION,6.5401526999999975,99.2951916,Satun,59
36947586,33,806,เกาะราวี,LOCATION,6.5626887,99.2175988,Satun,59
36947586,33,883,อุทยานแห่งชาติหมู่เกาะตะรุเตา,LOCATION,6.6486521,99.651856,Chang Wat Satun,59
36947586,33,906,ประเทศไทย,LOCATION,15.870032,100.992541,,
36947586,33,958,เกาะตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,995,เกาะตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,1045,อ่าวตะโละวาว,LOCATION,6.6215664000000025,99.6800032,Satun,59
36947586,33,1051,อ่าวตะโละอุดัง,LOCATION,6.540022599999999,99.67689109999999,สตูล,59
36947586,33,1130,อ่าวตะโละอุดัง,LOCATION,6.540022599999999,99.67689109999999,สตูล,59
36947586,33,1196,ช่องแคบมะละกา,LOCATION,4.662589499999998,99.5450974,,
36947586,33,1259,เกาะตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,1277,อุทยานแห่งชาติตะรุเตา,LOCATION,6.6486521,99.651856,Chang Wat Satun,59
36947586,33,1310,ศาลเจ่าพ่อตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,1341,เกาะไข่ อ.เมือง จ.สตูล,LOCATION,6.6173616,100.0668269,Satun,59
36947586,33,1354,เกาะไข่,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1378,จ.สตูล,LOCATION,6.623815799999999,100.0673744,Satun,59
36947586,33,1396,ซุ้มรักนิรันดร (Lovers Gate),LOCATION,6.6486521,99.651856,Chang Wat Satun,59
36947586,33,1411,เกาะไข่,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1443,จ.สตูล,LOCATION,6.623815799999999,100.0673744,Satun,59
36947586,33,1450,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1464,เกาะตะรุเตา,LOCATION,6.5913175000000015,99.6564092,Satun,59
36947586,33,1471,เกาะหลีเป๊ะ,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1479,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1494,หมู่เกาะไข่ จ.พังงา,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1527,หมู่เกาะไข่ จ.พังงา,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1546,เกาะไข่,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1550,เกาะไข่นอก,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1555,เกาะไข่นุ้ย,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1561,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1584,เกาะไข่,LOCATION,7.8911824999999975,98.5154646,Phang-nga,35
36947586,33,1634,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1641,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION,6.5882419999999975,99.645918,Satun,59
36947586,33,1654,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION,6.5882419999999975,99.645918,Satun,59
36947586,33,1667,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION,6.5882419999999975,99.645918,Satun,59
36947586,33,1680,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION,6.5882419999999975,99.645918,Satun,59
36947586,33,1697,ซุ้มรักนิรันดร,LOCATION,,,Chang Wat Chiang Mai,14
36947586,33,1708,จ.สตูล,LOCATION,6.623815799999999,100.0673744,Satun,59
36947586,33,1718,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1745,ซุ้มรักนิรันดร,LOCATION,,,Chang Wat Chiang Mai,14
36947586,33,1755,ซุ้มประตูแห่งคู่รัก,LOCATION,14.3715703,100.555906,,
36947586,33,1774,เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,1798,ซุ้มรักนิรันดร,LOCATION,,,Chang Wat Chiang Mai,14
36947586,33,1863,ซุ้มรักนิรันดร เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูลซุ้มรักนิรันดร เกาะไข่ จ.สตูล,LOCATION,6.4885717000000005,99.3048959,Satun,59
